,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
51,Pinaceae,Abies,gracilis,,,,,1.0,1.0
52,Pinaceae,Abies,grandis,[],"['lowland fir', 'grand fir', 'giant fir']",[],,1.0,0.0
53,Pinaceae,Abies,guatemalensis,[],"['romerillo', 'guatemalan fir', 'pinabere', 'pashaque']",[],,1.0,1.0
54,Pinaceae,Abies,hickelii,,pinabete;hickel's fir;oyamel,,,1.0,1.0
55,Pinaceae,Abies,hidalgensis,,,,,1.0,1.0
56,Pinaceae,Abies,holophylla,,пихта цельнолистная;manchurian fir;shansong;needle fir,,,1.0,1.0
57,Pinaceae,Abies,homolepis,,,,,1.0,1.0
58,Pinaceae,Abies,jaliscana,,,,,1.0,1.0
59,Pinaceae,Abies,kawakamii,,taiwan fir;taiwan lengshan,,,1.0,1.0
60,Pinaceae,Abies,koreana,,gu-sang-na-mu;korean fir,,,1.0,1.0
61,Pinaceae,Abies,lasiocarpa,[],"['subalpine fir', 'alpine fur']",[],,1.0,0.0
62,Pinaceae,Abies,macrocarpa,,,,,1.0,1.0
63,Pinaceae,Abies,magnifica,[],"['california red fir', 'red fir']",[],,1.0,0.0
64,Pinaceae,Abies,mariesii,,marie's fir;o-shirabiso,,,1.0,0.0
65,Pinaceae,Abies,marocana,,moroccan fir,,,1.0,1.0
66,Pinaceae,Abies,mayriana,,,,,1.0,0.0
67,Pinaceae,Abies,mexicana,,,,,1.0,1.0
68,Pinaceae,Abies,motuoensis,,medoc fir,,,1.0,0.0
69,Pinaceae,Abies,nebrodensis,,sicilian fir;abete delle madonie;abete dei nebrodi,,,1.0,1.0
70,Pinaceae,Abies,nemorensis,,,,,1.0,1.0
71,Pinaceae,Abies,nephrolepis,,chou lengshan;pikhta amurskaya;khinghan fir;hinggan fir,,,1.0,0.0
72,Pinaceae,Abies,nordmanniana,"['equi-trojani', 'nordmanniana']","['kazdagi fir', 'trojan fir']",[],,1.0,1.0
73,Pinaceae,Abies,nukiangensis,,nukiang fir,,,1.0,1.0
74,Pinaceae,Abies,numidica,,sapin de numidie;numidische tanne;numidsche weisstanne;sapin d'algerie;algierische tanne;taument;algerian fir;algerian silver fir;sapin de babors,,,1.0,1.0
75,Pinaceae,Abies,oaxacana,,,,,1.0,1.0
76,Pinaceae,Abies,phanerolepis,,,,,1.0,1.0
77,Pinaceae,Abies,pindrow,,pindrow fir;ragha;pindrau;west himalayan fir;badar,,,1.0,0.0
78,Pinaceae,Abies,pinsapo,,spanish fir;pinsapo,,,1.0,1.0
79,Pinaceae,Abies,procera,[],['noble fir'],[],,1.0,0.0
80,Pinaceae,Abies,recurvata,,,,,1.0,1.0
81,Pinaceae,Abies,religiosa,,sacred fir;oyamel;oyamel fir,,,1.0,0.0
82,Pinaceae,Abies,sachalinensis,,,,,1.0,0.0
83,Pinaceae,Abies,sibirica,"['semenovii', 'sibirica']","['tienshan fir', '西伯利亚冷杉', 'пихта сибирская', 'xian bei leng shan', 'siberian fir', '西伯利亚冷杉', 'пихта сибирская', 'xian bei leng shan', 'siberian fir']",[],,1.0,0.0
84,Pinaceae,Abies,sikokiana,,shikoku-shirabe;shikoku fir,,,1.0,1.0
85,Pinaceae,Abies,smithii,,,,,1.0,1.0
86,Pinaceae,Abies,spectabilis,[],"['bang', 'chilrao', 'webb fir', 'himalayan fir', 'paludar', 'xizang leng shan', 'badar', '西藏冷杉']",[],,1.0,1.0
87,Pinaceae,Abies,squamata,,flaky fir;linpi leng shan;鳞皮冷杉,,,1.0,1.0
88,Pinaceae,Abies,sutchuensis,,,,,1.0,0.0
89,Pinaceae,Abies,umbellata,,,,,1.0,1.0
90,Pinaceae,Abies,veitchii,,shira-biso;veitch’s fir,,,1.0,0.0
91,Pinaceae,Abies,vejarii,,,,,1.0,1.0
92,Pinaceae,Abies,yuanbaoshanensis,,元宝山冷杉;yuanbaoshan fir;yuanbaoshan lengshan,,,1.0,1.0
93,Pinaceae,Abies,ziyuanensis,,资源冷杉;ziyuan lengshan;ziyuan fir,,,1.0,1.0
94,,Abrahamia,grandidieri,,sohihy;hazombasy,,,,0.0
95,,Abrahamia,sericea,,tsimalazo,,,,0.0
96,,Abrus,aureus,,masomamboatorana;voatorana;masamamboatorana;masamamboagara;saravokatra;vahimboamena;masogoaiky;voamatora;masonangatra;masogaga,,,,0.0
97,,Abrus,fruticulosus,,,,,,1.0
98,,Abrus,madagascariensis,,,,,,1.0
99,,Abrus,sambiranensis,,,,,,1.0
100,,Abrus,schimperi,,,,,,0.0
101,,Abutilon,depauperatum,,abrojo,,,,0.0
102,,Abutilon,eremitopetalum,,hidden-petaled abutilon;hiddenpetal indian mallow,,,,1.0
103,,Abutilon,menziesii,,ko'oloa'ula,,,,1.0
104,,Abutilon,sachetianum,,,,,,1.0
105,,Abutilon,sandwicense,,greenflower indian mallow,,,,1.0
106,Leguminosae,Acacia,aemula,,,,,,0.0
107,Leguminosae,Acacia,albicorticata,,,,,,1.0
108,Leguminosae,Acacia,allenii,,cornizuelo;cachito,,,,1.0
109,Leguminosae,Acacia,alpina,,alpine wattle,,,,0.0
110,Leguminosae,Acacia,amazonica,,,,,,0.0
111,Leguminosae,Acacia,anegadensis,,pokemeboy,,,,1.0
112,Leguminosae,Acacia,aneura,,mulga,,,,0.0
113,Leguminosae,Acacia,ankokib,,han ko kib;xankokib;ankokib,,,,1.0
114,Leguminosae,Acacia,aphylla,,leafless rock wattle,,,,1.0
115,Leguminosae,Acacia,aprica,,blunt wattle,,,,1.0
116,Leguminosae,Acacia,argyraea,,,,,,0.0
117,Leguminosae,Acacia,asepala,,,,,,1.0
118,Leguminosae,Acacia,ataxiphylla,,large-fruited tammin wattle,,,,1.0
119,Leguminosae,Acacia,aulacocarpa,,,,,,0.0
120,Leguminosae,Acacia,auratiflora,,orange-flowered wattle,,,,1.0
121,Leguminosae,Acacia,auriculiformis,,ear-leaf acacia,,,0.0,0.0
122,Leguminosae,Acacia,ausfeldii,,whipstick cinnamon wattle;ausfeld's wattle,,,,1.0
123,Leguminosae,Acacia,basedowii,,basedow's wattle,,,,0.0
124,Leguminosae,Acacia,belairioides,,,,,,1.0
125,Leguminosae,Acacia,betchei,,red-tip wattle,,,,0.0
126,Leguminosae,Acacia,bifaria,,,,,,1.0
127,Leguminosae,Acacia,brachypoda,,western wheatbelt wattle,,,,1.0
128,Leguminosae,Acacia,bucheri,,,,,,1.0
129,Leguminosae,Acacia,bussei,,galol,,,,0.0
130,Leguminosae,Acacia,caesia,,,,,,0.0
131,Leguminosae,Acacia,campbellii,,,,,,1.0
132,Leguminosae,Acacia,caraniana,,calakuyaal,,,,0.0
133,Leguminosae,Acacia,castanostegia,,,,,,0.0
134,Leguminosae,Acacia,cernua,,,,,,0.0
135,Leguminosae,Acacia,chiapensis,,,,,,0.0
136,Leguminosae,Acacia,chrysotricha,,bellinger river wattle;newry golden wattle,,,,1.0
137,Leguminosae,Acacia,condyloclada,,calakuyaal;adad geri;hobobloh;cadaad geri,,,,0.0
138,Leguminosae,Acacia,confluens,,arkaroola wattle;wyrilda,,,,0.0
139,Leguminosae,Acacia,crassicarpa,,,,,0.0,1.0
140,Leguminosae,Acacia,crassiuscula,,,,,,0.0
141,Leguminosae,Acacia,cyperophylla,,creekline miniritchi;omeara's red mulga;red mulga;weeping red mulga,,,,0.0
142,Leguminosae,Acacia,daemon,,,,,,1.0
143,Leguminosae,Acacia,decurrens,,,,,0.0,
144,Leguminosae,Acacia,dempsteri,,,,,,0.0
145,Leguminosae,Acacia,densispina,,fulaay,,,,1.0
146,Leguminosae,Acacia,dolichostachya,,,,,,0.0
147,Leguminosae,Acacia,donaldii,,,,,,1.0
148,Leguminosae,Acacia,ehrenbergiana,,salam,,,,0.0
149,Leguminosae,Acacia,ensifolia,,,,,,0.0
150,Leguminosae,Acacia,eremophila,,,,,,0.0
151,Leguminosae,Acacia,etilis,,,,,,1.0
152,Leguminosae,Acacia,euthyphylla,,,,,,0.0
153,Leguminosae,Acacia,excelsa,,rosewood;bunkerman;ironwood;doodlallie,,,,0.0
154,Leguminosae,Acacia,ferruginea,,,,,,1.0
155,Leguminosae,Acacia,fimbriata,,fringed wattle;brisbane golden wattle,,,,0.0
156,Leguminosae,Acacia,flagellaris,,warwar,,,,1.0
157,Leguminosae,Acacia,formidabilis,,,,,,0.0
158,Leguminosae,Acacia,furcatispina,,teatín;garabato blanco;tíntitaco;brea;tintitaco,,,,0.0
159,Leguminosae,Acacia,gaumeri,,,,,,0.0
160,Leguminosae,Acacia,gilliesii,,brea;tintitaco,,,,0.0
161,Leguminosae,Acacia,glaucocarpa,,,,,,0.0
162,Leguminosae,Acacia,gracilenta,,,,,,0.0
163,Leguminosae,Acacia,graniticola,,,,,,0.0
164,Leguminosae,Acacia,hadrophylla,,,,,,0.0
165,Leguminosae,Acacia,hebeclada,['chobiensis'],[],[],,,0.0
166,Leguminosae,Acacia,hecatophylla,,long pod,,,,0.0
167,Leguminosae,Acacia,hilliana,,hill's tabletop wattle,,,,0.0
168,Leguminosae,Acacia,hippuroides,,,,,,0.0
169,Leguminosae,Acacia,hirta,,,,,,1.0
170,Leguminosae,Acacia,homaloclada,,,,,,0.0
171,Leguminosae,Acacia,hydaspica,,,,,,0.0
172,Leguminosae,Acacia,imitans,,gibson wattle,,,,1.0
173,Leguminosae,Acacia,jacksonioides,,,,,,1.0
174,Leguminosae,Acacia,jennerae,,coonavittra wattle,,,,0.0
175,Leguminosae,Acacia,koa,,koa;gray koa,,,0.0,0.0
176,Leguminosae,Acacia,koaia,,koai'a;koai'e;koa'oha,,,,1.0
177,Leguminosae,Acacia,lanigera,,hairy wattle;woolly wattle,,,,0.0
178,Leguminosae,Acacia,latispina,,,,,,1.0
179,Leguminosae,Acacia,leucospira,,,,,,0.0
180,Leguminosae,Acacia,linearifolia,,stringybark wattle;narrow-leaved wattle,,,,0.0
181,Leguminosae,Acacia,loderi,,nealie;broken hill gidgee;myall;nelia,,,,1.0
182,Leguminosae,Acacia,longipedunculata,,,,,,0.0
183,Leguminosae,Acacia,mangium,,,,,0.0,
184,Leguminosae,Acacia,manubensis,,xankokib;ankokib,,,,1.0
185,Leguminosae,Acacia,mathuataensis,,,,,,1.0
186,Leguminosae,Acacia,mearnsii,,,,,0.0,
187,Leguminosae,Acacia,melanoxylon,,,,,0.0,
188,Leguminosae,Acacia,melvillei,,yarran,,,,0.0
189,Leguminosae,Acacia,menabeensis,,,,,,1.0
190,Leguminosae,Acacia,mitchellii,,mitchell's wattle,,,,0.0
191,Leguminosae,Acacia,mitodes,,,,,,0.0
192,Leguminosae,Acacia,moggii,,,,,,0.0
193,Leguminosae,Acacia,montana,,mallee wattle,,,,0.0
194,Leguminosae,Acacia,montis-usti,,brandbergdoring;brandberg acacia,,,,0.0
195,Leguminosae,Acacia,najdensis,,sant,,,,0.0
196,Leguminosae,Acacia,negrii,,,,,,1.0
197,Leguminosae,Acacia,neurophylla,,,,,,0.0
198,Leguminosae,Acacia,nilotica,,sunt;qarad,,,0.0,0.0
199,Leguminosae,Acacia,ochracea,,cadaad geri,,,,0.0
200,Leguminosae,Acacia,octonervia,,,,,,1.0
201,Leguminosae,Acacia,origena,,,,,,0.0
202,Leguminosae,Acacia,pachycarpa,,,,,,0.0
203,Leguminosae,Acacia,pachyceras,,sant,,,,0.0
204,Leguminosae,Acacia,pachyphylla,,,,,,0.0
205,Leguminosae,Acacia,pendula,,myall;boree;silver-leaf boree;balaar;true myall;nilyah;weeping myall,,,,0.0
206,Leguminosae,Acacia,pennivenia,,,,,,1.0
207,Leguminosae,Acacia,permixta,,slapdoring;hairy acacia,,,,0.0
208,Leguminosae,Acacia,petraea,,lancewood,,,,0.0
209,Leguminosae,Acacia,phasmoides,,phantom wattle,,,,1.0
210,Leguminosae,Acacia,phlebocarpa,,table-top wattle,,,,0.0
211,Leguminosae,Acacia,phlebopetala,,,,,,0.0
212,Leguminosae,Acacia,piauhiensis,,rama-de-boi,,,,0.0
213,Leguminosae,Acacia,pluricapitata,,,,,,0.0
214,Leguminosae,Acacia,prasinata,,,,,,1.0
215,Leguminosae,Acacia,preissiana,,,,,,0.0
216,Leguminosae,Acacia,pseudonigrescens,,,,,,1.0
217,Leguminosae,Acacia,pubescens,,,,,0.0,
218,Leguminosae,Acacia,purpurea,,nacáueá,,,,1.0
219,Leguminosae,Acacia,pygmaea,,dwarf rock wattle,,,,1.0
220,Leguminosae,Acacia,quornensis,,quorn wattle,,,,0.0
221,Leguminosae,Acacia,repanda,,,,,,1.0
222,Leguminosae,Acacia,resinicostata,,,,,,0.0
223,Leguminosae,Acacia,richii,,loaloa;lolo;nggumu;qumu;tumbonu,,,,0.0
224,Leguminosae,Acacia,riparia,,,,,,0.0
225,Leguminosae,Acacia,robynsiana,,whip stick acacia;sweepstokdoring,,,,0.0
226,Leguminosae,Acacia,roigii,,,,,,1.0
227,Leguminosae,Acacia,sarcophylla,,,,,,0.0
228,Leguminosae,Acacia,schlechteri,,,,,,1.0
229,Leguminosae,Acacia,semirigida,,stony ridge wattle,,,,0.0
230,Leguminosae,Acacia,sericata,,,,,,0.0
231,Leguminosae,Acacia,sericoflora,,,,,,0.0
232,Leguminosae,Acacia,shirleyi,,lancewood,,,,0.0
233,Leguminosae,Acacia,somalensis,,hinni;heni;cadaad hinni,,,,1.0
234,Leguminosae,Acacia,torrei,,,,,,0.0
235,Leguminosae,Acacia,trineura,,three-nerved wattle;green wattle,,,,0.0
236,Leguminosae,Acacia,ulicifolia,,prickly moses;juniper wattle,,,,0.0
237,Leguminosae,Acacia,venosa,,,,,,1.0
238,Leguminosae,Acacia,villosa,,,,,,1.0
239,Leguminosae,Acacia,vincentii,,,,,,0.0
240,Leguminosae,Acacia,viscidula,,sticky wattle,,,,0.0
241,Leguminosae,Acacia,visco,,viscote;visote;arca;visco,,,,0.0
242,Leguminosae,Acacia,zapatensis,,,,,,1.0
243,,Acaena,exigua,,liliwai,,,,1.0
244,,Acalypha,andina,,,,,,1.0
245,,Acalypha,cupricola,,,,,,1.0
246,,Acalypha,dictyoneura,,,,,,1.0
247,,Acalypha,dikuluwensis,,,,,,1.0
248,,Acalypha,ecuadorica,,,,,,1.0
249,,Acalypha,eggersii,,,,,,1.0
250,,Acalypha,grisebachiana,,,,,,0.0
251,,Acalypha,guineensis,,,,,,1.0
252,,Acalypha,hontauyuensis,,,,,,1.0
253,,Acalypha,lepinei,,,,,,1.0
254,,Acalypha,parvula,,,,,,0.0
255,,Acalypha,raivavensis,,,,,,1.0
256,,Acalypha,rubrinervis,,stringwood,,,,1.0
257,,Acalypha,schimpffii,,,,,,1.0
258,,Acalypha,suirenbiensis,,,,,,1.0
259,,Acalypha,tunguraguae,,,,,,1.0
260,,Acalypha,wilderi,,,,,,1.0
261,,Acanthochlamys,bracteata,,芒苞草 mang bao cao,,,,1.0
262,,Acantholimon,gabrieljaniae,,gabrielyan's prickly-thrift;akantolimon gabrielian;voznatup gabrieliani,,,,1.0
263,,Acantholimon,vedicum,,akantolimon vedinski;voznatup vedu;vedian prickly thrift,,,,1.0
264,,Acanthopale,decempedalis,,,,,,1.0
265,,Acanthopale,laxiflora,,,,,,0.0
266,,Acanthopale,macrocarpa,,,,,,0.0
267,,Acanthophoenix,rubra,,palmiste rouge;palmiste piquant,,,,1.0
268,,Acanthosyris,annonagustata,,,,,,1.0
269,,Acanthosyris,asipapote,,,,,,1.0
270,,Acanthus,austromontanus,,,,,,1.0
271,,Acanthus,ebracteatus,,acanthus;sea holly,,,,0.0
272,,Acanthus,ilicifolius,,holy mangrove,,,,0.0
273,,Acanthus,kulalensis,,,,,,1.0
274,,Acanthus,latisepalus,,,,,,1.0
275,,Acanthus,montanus,,,,,,0.0
276,,Acanthus,volubilis,,,,,,0.0
277,,Acca,lanuginosa,,,,,,1.0
278,Sapindaceae,Acer,amplum,,zi ye feng;梓叶枫,,,,1.0
279,Sapindaceae,Acer,binzayedii,,algodoncillo,,,,1.0
280,Sapindaceae,Acer,buergerianum,,tai wan san jiao feng;台湾三角枫;taiwan trident maple,,,,1.0
281,Sapindaceae,Acer,caesium,,indian maple,,,,1.0
282,Sapindaceae,Acer,campestre,,field maple,,,0.0,0.0
283,Sapindaceae,Acer,cappadocicum,,cappadocian maple;coliseum maple;caucasian maple,,,,0.0
284,Sapindaceae,Acer,circinatum,,vine maple,,,,0.0
285,Sapindaceae,Acer,drummondi,,swamp red maple,,,,0.0
286,Sapindaceae,Acer,duplicatoserratum,,,,,,1.0
287,Sapindaceae,Acer,erythranthum,,,,,,1.0
288,Sapindaceae,Acer,floridanum,,southern sugar maple;florida maple,,,,0.0
289,Sapindaceae,Acer,formosanum,,tai wan san jiao feng;台湾三角枫;taiwan trident maple,,,,1.0
290,Sapindaceae,Acer,glabrum,,rocky mountain maple,,,,0.0
291,Sapindaceae,Acer,grandidentatum,,bigtooth maple,,,,0.0
292,Sapindaceae,Acer,heldreichii,,mountain maple;zheshlaj,,,,0.0
293,Sapindaceae,Acer,leipoense,,lei bo feng;雷波枫,,,,1.0
294,Sapindaceae,Acer,leucoderme,,chalk maple,,,,0.0
295,Sapindaceae,Acer,lobelii,,lobel's maple,,,,0.0
296,Sapindaceae,Acer,macrophyllum,,oregon maple;bigleaf maple,,,0.0,0.0
297,Sapindaceae,Acer,membranaceum,,,,,,1.0
298,Sapindaceae,Acer,miaotaiense,,miao tai feng;庙台枫,,,,1.0
299,Sapindaceae,Acer,microcarpum,,,,,,1.0
300,Sapindaceae,Acer,monspessulanum,,montpellier maple,,,,0.0
301,Sapindaceae,Acer,negundo,,boxelder,,,0.0,0.0
302,Sapindaceae,Acer,nigrum,,black maple,,,,0.0
303,Sapindaceae,Acer,oblongum,,himalayan maple,,,,0.0
304,Sapindaceae,Acer,obtusifolium,,syrian maple;cyprus maple,,,,0.0
305,Sapindaceae,Acer,palmatum,,ji zhua feng;鸡爪枫;japanese maple,,,0.0,0.0
306,Sapindaceae,Acer,pensylvanicum,,striped maple;moosewood,,,0.0,0.0
307,Sapindaceae,Acer,pentapomicum,,,,,,0.0
308,Sapindaceae,Acer,pictum,,the painted maple,,,0.0,0.0
309,Sapindaceae,Acer,platanoides,,norway maple,,,,0.0
310,Sapindaceae,Acer,platanus,,,,,0.0,
311,Sapindaceae,Acer,pseudoplatanus,,sycamore,,,0.0,0.0
312,Sapindaceae,Acer,rubrum,,red maple,,,0.0,0.0
313,Sapindaceae,Acer,saccharinum,,silver maple,,,0.0,0.0
314,Sapindaceae,Acer,saccharum,['nigrum'],['sugar maple'],[],,0.0,
315,Sapindaceae,Acer,skutchii,,álamo plateado,,,,1.0
316,Sapindaceae,Acer,undulatum,,,,,,0.0
317,Sapindaceae,Acer,velutinum,,persian maple;velvet maple,,,,0.0
318,,Acharagma,aguirreanum,,,,,,1.0
319,,Acharagma,roseanum,,,,,,1.0
320,,Achillea,crithmifolia,,yarrow,,,,0.0
321,,Achillea,glaberrima,,,,,,0.0
322,,Achillea,millefolium,,achillée millefeuille;mille-feuille;wiesen-schafgarbe;herbe-à-dinde;milefólio;röllika;tysâčelistnik obyknovennyj;milfoil;yarrow;schafgarbe;yang shi cao;gewöhnliche schafgarbe;milenrama;seoyangtobpul,,,,0.0
323,,Achillea,ptarmica,,sneezeweed;sneezewort yarrow;sneezewort,,,,0.0
324,,Achillea,thracica,,,,,,1.0
325,,Achnatherum,roshevitzii,,roshevich's achnatherum,,,,1.0
326,,Achyranthes,atollensis,,,,,,1.0
327,,Achyranthes,mutica,,blunt chaff flower,,,,1.0
328,,Achyranthes,rotundata,,round-leaved chaff flower;round chaff flower;round-leaf chaff flower,,,,1.0
329,,Achyranthes,splendens,,round-leaved chaff flower;round chaff flower;round-leaf chaff flower,,,,1.0
330,,Achyranthes,talbotii,,,,,,1.0
331,,Achyrocline,glandulosa,,,,,,1.0
332,,Achyrocline,hallii,,,,,,1.0
333,,Achyrocline,mollis,,,,,,1.0
334,,Achyropsis,filifolia,,,,,,1.0
335,,Achyrospermum,seychellarum,,,,,,1.0
336,,Acidocroton,gentryi,,,,,,1.0
337,,Acidocroton,verrucosus,,,,,,1.0
338,,Aciotis,aristellata,,,,,,1.0
339,,Aciotis,asplundii,,,,,,1.0
340,,Acis,autumnalis,,autumn snowflake;azucenas de san martín;campainhas-do-outono,,,,0.0
341,,Acis,nicaeensis,,,,,,1.0
342,,Acmadenia,candida,,,,,,1.0
343,,Acmadenia,faucitincta,,,,,,1.0
344,,Acmadenia,laxa,,,,,,1.0
345,,Acmella,leucantha,,,,,,1.0
346,,Acmella,paniculata,,aachaara;panicled spot flower,,,,0.0
347,,Acmella,uliginosa,,,,,,0.0
348,,Acmopyle,pancheri,,,,,,1.0
349,,Acmopyle,sahniana,,drautabua;nggamleve,,,,1.0
350,,Aconitum,austrokoreense,,se-ppul-tu-gu-kkot,,,,1.0
351,,Aconitum,chasmanthum,,vatsanabha,,,,1.0
352,,Aconitum,coreanum,,baek-bu-ja,,,,0.0
353,,Aconitum,corsicum,,aconit de corse,,,,1.0
354,,Aconitum,heterophyllum,,,,,,1.0
355,,Aconitum,napellus,,aconit napel;acónito;aconite,,,,0.0
356,,Aconitum,violaceum,,,,,,1.0
357,,Acorus,calamus,,chang-po;sweet flag,,,,0.0
358,,Acorus,gramineus,,japanese rush;thạch xương bồ;japanese sweet flag;dwarf sedge,,,,0.0
359,Leguminosae,Acosmium,panamense,,,,,0.0,
360,,Acridocarpus,alopecurus,,,,,,1.0
361,,Acridocarpus,congestus,,,,,,1.0
362,,Acridocarpus,linearifolius,,,,,,1.0
363,,Acridocarpus,machaeropterus,,,,,,1.0
364,,Acridocarpus,monodii,,sagontara pampagna;yapuru bené,,,,1.0
365,,Acridocarpus,natalitius,,,,,,1.0
366,,Acridocarpus,pauciglandulosus,,,,,,1.0
367,,Acridocarpus,scheffleri,,,,,,1.0
368,,Acridocarpus,socotranus,,,,,,0.0
369,,Acridocarpus,zanzibaricus,,,,,,0.0
370,,Acritodon,nephophilus,,,,,,1.0
371,Leguminosae,Acrocarpus,fraxinifolius,,,,,0.0,
372,,Acroceras,zizanioides,,oat grass,,,,0.0
373,,Acrodon,purpureostylus,,,,,,1.0
374,,Acronychia,porteri,,,,,,0.0
375,,Acropogon,aoupiniensis,,,,,,1.0
376,,Acropogon,austrocaledonicus,,,,,,0.0
377,,Acropogon,bosseri,,,,,,0.0
378,,Acropogon,bullatus,,,,,,1.0
379,,Acropogon,calcicolus,,,,,,1.0
380,,Acropogon,chalopiniae,,,,,,1.0
381,,Acropogon,domatifer,,,,,,1.0
382,,Acropogon,dzumacensis,,,,,,0.0
383,,Acropogon,fatsioides,,,,,,1.0
384,,Acropogon,francii,,,,,,0.0
385,,Acropogon,grandiflorus,,,,,,1.0
386,,Acropogon,jaffrei,,,,,,1.0
387,,Acropogon,macrocarpus,,,,,,0.0
388,,Acropogon,margaretae,,,,,,1.0
389,,Acropogon,megaphyllus,,,,,,1.0
390,,Acropogon,merytifolius,,,,,,1.0
391,,Acropogon,moratianus,,,,,,1.0
392,,Acropogon,paagoumenensis,,,,,,1.0
393,,Acropogon,pilosus,,,,,,0.0
394,,Acropogon,sageniifolius,,,,,,1.0
395,,Acropogon,schefflerifolius,,,,,,1.0
396,,Acropogon,schistophilus,,,,,,0.0
397,,Acropogon,schumannianus,,,,,,0.0
398,,Acropogon,tireliae,,,,,,1.0
399,,Acropogon,veillonii,,,,,,1.0
400,,Acrorumohra,hasseltii,,,,,,1.0
401,,Acrosorium,papenfussii,,,,,,1.0
402,,Acrostichum,aureum,,golden leather fern;leather fern,,,,0.0
403,,Acrostichum,danaeifolium,,,,,,0.0
404,,Acrostichum,speciosum,,,,,,0.0
405,,Acsmithia,vitiense,,,,,,1.0
406,,Actinidia,chrysantha,,,,,,1.0
407,,Actinidia,laevissima,,,,,,1.0
408,,Actinidia,pilosula,,,,,,1.0
409,,Actinidia,rudis,,,,,,1.0
410,,Actinidia,stellatopilosa,,,,,,1.0
411,,Actinidia,suberifolia,,,,,,1.0
412,,Actinidia,ulmifolia,,,,,,1.0
413,,Actinidia,vitifolia,,,,,,1.0
414,,Actiniopteris,kornasii,,,,,,1.0
